2024-12-09 22:14:32 INFO  AppContextListener - Server started at Mon Dec 09 22:14:32 IST 2024
2024-12-09 22:14:33 INFO  FilterSession - 127.0.0.1 - - [Mon Dec 09 22:14:33 IST 2024] "GET / HTTP/1.1"
2024-12-09 22:14:33 INFO  FilterSession - 0:0:0:0:0:0:0:1 - - [Mon Dec 09 22:14:33 IST 2024] "GET / HTTP/1.1"
2024-12-09 22:14:33 INFO  FilterSession - 0:0:0:0:0:0:0:1 - - [Mon Dec 09 22:14:33 IST 2024] "GET /login.jsp HTTP/1.1"
2024-12-09 22:14:48 INFO  FilterSession - 0:0:0:0:0:0:0:1 - - [Mon Dec 09 22:14:48 IST 2024] "POST /login HTTP/1.1"
2024-12-09 22:14:48 INFO  ServletUserLogin - User logged in: user_id=24
2024-12-09 22:14:48 INFO  FilterSession - 0:0:0:0:0:0:0:1 - - [Mon Dec 09 22:14:48 IST 2024] "GET /home.jsp HTTP/1.1"
2024-12-09 22:14:48 INFO  FilterSession - 0:0:0:0:0:0:0:1 - - [Mon Dec 09 22:14:48 IST 2024] "GET /login.jsp HTTP/1.1"
2024-12-09 22:15:11 INFO  FilterSession - 0:0:0:0:0:0:0:1 - - [Mon Dec 09 22:15:11 IST 2024] "GET /login.jsp HTTP/1.1"
2024-12-09 22:15:18 INFO  AppContextListener - Server stoped at Mon Dec 09 22:15:18 IST 2024
